level	no	word	gloss_short	gloss_full	score
ilv1	435	care about ～	～に関心がある／～を気にかける	～に関心がある／～を気にかける	0.943
ilv1	436	care for ～	～の世話をする／～を好む	～の世話をする／～を好む	0.943
ilv1	437	take care of ～	～の世話をする／～に気をつける	～の世話をする／～に気をつける	0.943
ilv1	438	with care	注意して／気をつけて	注意して／気をつけて	0.760
ilv1	439	anything but ～	全然～ではない／～どころではない	全然～ではない／～どころではない	0.942
ilv1	440	do nothing but do	単に...するだけである	単に...するだけである	0.759
ilv1	441	for nothing	無駄に／無料で	無駄に／無料で	0.942
ilv1	442	if anything	どちらかと言えば	どちらかと言えば／もしあるとしても	0.942
ilv1	443	in any case	どんな場合でも／いずれにせよ	どんな場合でも／いずれにせよ	0.675
ilv1	444	in case ～	もし…ならば／するといけないから	もし…ならば／するといけないから	0.759
ilv1	445	in person	じかに／自ら	じかに／自ら	0.942
ilv1	446	nothing but ～	～にすぎない／ただ～だけ	～にすぎない／ただ～だけ	0.942
ilv1	447	nothing is as ～ as A	Aほど～なものはない	Aほど～なものはない	0.759
ilv1	448	there is nothing for it but to do	するより仕方がない	するより仕方がない	0.759
ilv1	449	to say nothing of ～	～は言うまでもない	～は言うまでもない／～は言うまでもなく	0.942
ilv1	450	（just） in case （～）	念のため／～の場合に備えて	念のため／～の場合に備えて	0.759
ilv1	451	(enough) ～ to go around	全員に行き渡るだけの～	全員に行き渡るだけの～	0.758
ilv1	452	a case in point	適例／通例	適例／通例	0.758
ilv1	453	and yet	それにも関わらず	それにも関わらず	0.758
ilv1	454	as yet	今のところ／現時点では	今のところ／現時点では	0.758
ilv1	455	be full of ～	～に満ちている	～に満ちている	0.758
ilv1	456	for a change	気分転換に／たまには	気分転換に／たまには	0.758
ilv1	457	have yet to do	まだ～していない	まだ～していない／まだ...しない	1.124
ilv1	458	live a life	生活をする	生活をする	0.674
ilv1	459	live down	～を忘れる	～を忘れる	0.674
ilv1	460	live for ～	～のために生きる	～のために生きる	0.758
ilv1	461	live on ～	～を常食にする／～で生計を立てる	～を常食にする／～で生計を立てる	1.308
ilv1	462	live up to ～	～に添う／～を果たす	～に添う／～を果たす	1.124
ilv1	463	make a point of doing	必ず…するよう努力する	必ず…するよう努力する／必ず～することにしている	0.758
ilv1	464	point out that ～	だと指摘する	だと指摘する	0.758
ilv1	465	point out ～	～を指摘する	～を指摘する	0.758
ilv1	466	point to ～	～を示す／～を指摘する	～を示す／～を指摘する	0.758
ilv1	467	read off ～	～を読み上げる	～を読み上げる	0.674
ilv1	468	to the point	要を得た／適切な	要を得た／適切な	0.941
ilv1	469	to the point of ～	～まで	～まで	0.758
ilv1	470	～ enough to do	するのに十分～ ...できるくらい～	するのに十分～ ...できるくらい～	0.758
ilv1	471	(every) once in a while	～ときどき	～ときどき／occasionally	0.756
ilv1	472	all at once	突然	突然	0.756
ilv1	473	at once	すぐに／同時に	すぐに／同時に	0.940
ilv1	474	for once	今回だけは／１回でいいから	今回だけは／１回でいいから	0.756
ilv1	475	go bad	腐る	腐る	0.756
ilv1	476	once (and) for all	きっぱりと／これを最後に	きっぱりと／これを最後に	1.123
ilv1	477	once in a while	時々／たまに	時々／たまに	0.756
ilv1	478	tell off	～を叱る／～にどなる	～を叱る／～にどなる	0.673
ilv1	479	tell on ～	～を言いつける	～を言いつける／～のことを告げ口する	0.756
ilv1	480	stop over	立ち寄る／一時滞在する	立ち寄る／一時滞在する	0.672
ilv1	481	stop up	～を詰まらせる／ふさぐ	～を詰まらせる／ふさぐ	0.672
ilv1	482	water down	～の内容を薄める	～の内容を薄める／～に手心を加える	0.672
ilv1	483	be based on ～	～に基づいている	～に基づいている	0.754
ilv1	484	believe in ～	～を信じる／～の正当性を信じる	～を信じる／～の正当性を信じる	0.937
ilv1	485	believe it or not	まさかと思うような話だが	まさかと思うような話だが	0.754
ilv1	486	call at ～	～にちょっと立ち寄る	～にちょっと立ち寄る	0.754
ilv1	487	call back ～	～に折り返し電話する	～に折り返し電話する／～に電話をかけ直す	0.754
ilv1	488	call for ～	～を必要とする／～を要求する	～を必要とする／～を要求する	1.304
ilv1	489	call it a day	その日の仕事を終える	その日の仕事を終える／今日はもう終わり	0.937
ilv1	490	call off ～	～を中止する／～とりやめる	～を中止する／～とりやめる	1.120
ilv1	491	call on ～	～を訪ねる／～に頼む	～を訪ねる／～に頼む	0.671
ilv1	492	call up ～	電話をかける／～を呼び起こす	電話をかける／～を呼び起こす	0.937
ilv1	493	give ～ a call	～に電話をかける	～に電話をかける	0.754
ilv1	494	head off to	～を阻止する／進む	～を阻止する／進む	0.671
ilv1	495	head off ～	～を阻止する／～を回避する	～を阻止する／～を回避する	0.671
ilv1	496	head out	出かける／出発する	出かける／出発する	0.754
ilv1	497	make believe	ふりをする／～のふりをする	ふりをする／～のふりをする	0.754
ilv1	498	make believe (that ～)	ふりをする	ふりをする	0.754
ilv1	499	what we call	いわゆる	いわゆる	0.754
ilv1	500	what we call/what is called ～	いわゆる～	いわゆる～	0.671
ilv1	501	as far as ～	まで ...する限りでは	まで ...する限りでは	0.752
ilv1	502	as if/though ～	まるで…するように	まるで…するように	0.752
ilv1	503	as though ～	まるで...かのように	まるで...かのように	0.752
ilv1	504	by far	ずっと／ずばぬけて	ずっと／ずばぬけて	0.936
ilv1	505	far from ～	～からほど遠い／～どころではない	～からほど遠い／～どころではない	0.936
ilv1	506	give ～ a try	～を試してみる／挑戦してみる	～を試してみる／挑戦してみる	0.936
ilv1	507	go so far as to do	しさえする／～までする	しさえする／～までする	1.119
ilv1	508	on the ～ side	～気味で	～気味で	0.752
ilv1	509	so far	これまでのところは／今のところ	これまでのところは／今のところ	1.119
ilv1	510	try on ～	～を試着する	～を試着する	0.936
ilv1	511	try out ～	～を試してみる／～をテストする	～を試してみる／～をテストする	0.752
ilv1	512	try to do	しようとする ...しようと試みる	しようとする ...しようと試みる	0.752
ilv1	513	in order	整頓されて／順調で	整頓されて／順調で	0.934
ilv1	514	in order that S may ～	するために	するために	0.751
ilv1	515	in order to do	するために	するために	0.751
ilv1	516	in order/so as to do	するために	するために	0.669
ilv1	517	in the long run	長い目で見れば／結局は	長い目で見れば／結局は	1.118
ilv1	518	later on	あとで／あとになって	あとで／あとになって	0.751
ilv1	519	more or less	多かれ少なかれ／程度の差はあれ	多かれ少なかれ／程度の差はあれ	0.934
ilv1	520	much less ～	まして～ない	まして～ない	0.751
ilv1	521	much/still less ～	まして～はない	まして～はない	0.669
ilv1	522	no less than ～	～も	～も	0.751
ilv1	523	not less than ～	少なくとも～	少なくとも～	0.751
ilv1	524	nothing less than ～	～にほかならない	～にほかならない	0.751
ilv1	525	out of order	故障して／順序がくるって	故障して／順序がくるって	0.934
ilv1	526	read between the line	行間を読む／真意をつかむ	行間を読む／真意をつかむ	0.669
ilv1	527	run against ～	～に不利になる	～に不利になる	0.669
ilv1	528	run down ～	～をひく／～をはねる	～をひく／～をはねる	0.751
ilv1	529	run for ～	～に立候補する／～に出馬する	～に立候補する／～に出馬する	0.934
ilv1	530	run into ～	～に偶然出会う／～を偶然見つける	～に偶然出会う／～を偶然見つける	0.934
ilv1	531	run out	使い果たす／尽きる	使い果たす／尽きる	0.751
ilv1	532	run out of ～	～を切らす／～がなくなる	～を切らす／～がなくなる	0.934
ilv1	533	run over ～	～をひく／～を考えてみる	～をひく／～を考えてみる	0.934
ilv1	534	run through ～	～をざっと調べる	～をざっと調べる／ざっと～を読み上げる	0.751
ilv1	535	in general	一般に／一般の	一般に／一般の	0.932
ilv1	536	as a whole	全体として	全体として	0.931
ilv1	537	get together ～	集まる／～を集める	集まる／～を集める	0.747
ilv1	538	on the whole	概して／全体的には	概して／全体的には	1.114
ilv1	539	put together ～	～を組み立てる／～をまとめる	～を組み立てる／～をまとめる	0.747
ilv1	540	face off	対決する	対決する	0.746
ilv1	541	in (the) face of ～	～に直面して／～にもかかわらず	～に直面して／～にもかかわらず	0.929
ilv1	542	kind of	いくぶん／ちょっと	いくぶん／ちょっと	0.746
ilv1	543	make a face	顔をしかめる	顔をしかめる	0.746
ilv1	544	on the face of it	見たところは／表面上は	見たところは／表面上は	0.929
ilv1	545	at least	少なくとも	少なくとも	0.928
ilv1	546	by all means	ぜひとも／必ず	ぜひとも／必ず	0.928
ilv1	547	by means of ～	～によって／～を用いて	～によって／～を用いて	1.111
ilv1	548	by no means	決して～ない／全然～ない	決して～ない／全然～ない	0.928
ilv1	549	hope for ～	～を望む	～を望む	0.745
ilv1	550	in the course of ～	～の間に／～の過程で	～の間に／～の過程で	0.745
ilv1	551	last but not least	最後になったが	最後になったが	0.745
ilv1	552	not ～ in the least	まったく～ない	まったく～ない	0.928
ilv1	553	to say the least	控えめに言っても	控えめに言っても	0.664
ilv1	554	to say the least (of it)	控えめに言っても	控えめに言っても	0.745
ilv1	555	early on	早い時期に／早くから	早い時期に／早くから	0.927
ilv1	556	make friends with ～	～と親しくなる／～と友達になる	～と親しくなる／～と友達になる	0.927
ilv1	557	thanks to ～	～のおかげで	～のおかげで	0.927
ilv1	558	talk A into doing ～	Aを説得して～させる	Aを説得して～させる／～するようにAを説得する	0.742
ilv1	559	talk down to A	Aを見下した調子で話す	Aを見下した調子で話す	0.662
ilv1	560	talk up ～	～を実際よりよいように説明する	～を実際よりよいように説明する／～を実際以上に興味深いもののように話す	0.742
ilv1	561	talk～into doing	～に説得する	～に説得する	0.662
ilv1	562	(at) first hand	じかに／直接に	じかに／直接に	0.924
ilv1	563	(on (the) one hand ～,) on the other hand ～	他方では	他方では	0.741
ilv1	564	as is often the case (with ～)	よくあることだが	よくあることだが	0.924
ilv1	565	as often as not	たいてい／しばしば	たいてい／しばしば	0.741
ilv1	566	at hand	すぐ近くに	すぐ近くに	0.661
ilv1	567	by hand	人の手で／手書きで	人の手で／手書きで	0.924
ilv1	568	give (人) a hand	～に手を貸す／～の手助けをする	～に手を貸す／～の手助けをする	0.741
ilv1	569	give ～ a hand	～に手を貸す	～に手を貸す	0.661
ilv1	570	given ～	～を考慮すれば／なので	～を考慮すれば／なので	0.741
ilv1	571	hand down ～	～を伝える／～を手渡す	～を伝える／～を手渡す	1.107
ilv1	572	hand in ～	～を提出する	～を提出する	0.661
ilv1	573	hand off ～	～を任せる／～を手渡す	～を任せる／～を手渡す	0.741
ilv1	574	hand over ～	～を引き渡す／～を手渡す	～を引き渡す／～を手渡す	0.741
ilv1	575	have ～ in mind	～のことを思っている	～のことを思っている	0.741
ilv1	576	have ～ on one's mind	～のことを気にかける	～のことを気にかける／～を心配している	0.924
ilv1	577	in fact	実は／実際には	実は／実際には	0.924
ilv1	578	keep ～ in mind	～のことを心に留めておく	～のことを心に留めておく	0.741
ilv1	579	level off	横ばいになる／成長が止まる	横ばいになる／成長が止まる	0.741
ilv1	580	make up one's mind	決心をする／決心する	決心をする／決心する	0.924
ilv1	581	more often than not	たいてい／しばしば	たいてい／しばしば	0.924
ilv1	582	on the other hand	他方では／これに反して	他方では／これに反して	0.924
ilv1	583	out of hand	手に負えない／即座に	手に負えない／即座に	0.741
ilv1	584	single out ～	～を選び出す／～を運び出す	～を選び出す／～を運び出す	1.107
ilv1	585	with ～ in mind	～を考慮して	～を考慮して	0.741
ilv1	586	would (often) do	したものだ	したものだ	0.741
ilv1	587	(It is) True ～, but ～	確かに～だが／だ	確かに～だが／だ	0.740
ilv1	588	be true of ～	～に当てはまる／～に当てはめる	～に当てはまる／～に当てはめる	0.923
ilv1	589	be true to ～	～に忠実である	～に忠実である	0.740
ilv1	590	become of ～	～に由来する／ ～はどうなるか	～に由来する／ ～はどうなるか	0.923
ilv1	591	come true	実現する	実現する	0.923
ilv1	592	out of (one's) control	制御できなくて	制御できなくて	0.740
ilv1	593	pay off ～	実を結ぶ／～を全部支払う	実を結ぶ／～を全部支払う	0.740
ilv1	594	take control of ～	～を制御する	～を制御する	0.740
ilv1	595	take office	就任する	就任する	0.740
ilv1	596	true for	～に当てはまる	～に当てはまる	0.740
ilv1	597	true to life	実物そっくり	実物そっくり	0.740
ilv1	598	under control	制御下に／管理下に	制御下に／管理下に	0.740
ilv1	599	～ to death	死ぬまで～／ひどく～	死ぬまで～／ひどく～	0.740
ilv1	600	Something is wrong with ～.	～はどこか調子がおかしい	～はどこか調子がおかしい	0.738
ilv1	601	at large	逃走中で／一般の	逃走中で／一般の	0.922
ilv1	602	be known for ～	～で知られている	～で知られている	0.738
ilv1	603	be known to ～	～に知られている	～に知られている	0.659
ilv1	604	by and large	概して／全般的に	概して／全般的に	1.105
ilv1	605	get lost	消える／迷う	消える／迷う	0.922
ilv1	606	go wrong (with ～)	うまくいかない	うまくいかない	0.738
ilv1	607	win over ～	～を説得する	～を説得する／～を説得して味方につける	0.738
ilv1	608	all along	最初からずっと	最初からずっと	0.920
ilv1	609	along with ～	～と一緒に／～に加えて	～と一緒に／～に加えて	0.737
ilv1	610	as a matter of course	当然のことながら	当然のことながら／当然のこととして	0.920
ilv1	611	as a matter of fact	実を言うと／実際は	実を言うと／実際は	1.104
ilv1	612	come along	はかどる／進展する	はかどる／進展する	0.658
ilv1	613	for that matter	さらに言えば	さらに言えば	0.737
ilv1	614	get along	暮らす／やっていく	暮らす／やっていく	0.658
ilv1	615	get along (with ～)	うまくやっていく／暮らしていく	うまくやっていく／暮らしていく	0.737
ilv1	616	go along with	～に同意する／賛同する	～に同意する／賛同する	0.658
ilv1	617	no matter how (S) may ～	どんなに...であろうと	どんなに...であろうと	0.737
ilv1	618	no matter what (may) ～	たとえ何が...しようと	たとえ何が...しようと	0.737
ilv1	619	remember doing	したのを覚えている	したのを覚えている	0.737
ilv1	620	remember to do	忘れずに…する	忘れずに…する	0.920
ilv1	621	air out ～	～を換気する／～を外気に当てる	～を換気する／～を外気に当てる	0.736
ilv1	622	hit it off (with～)	仲良くなる	仲良くなる	0.736
ilv1	623	hit on ～	～を思いつく	～を思いつく	0.657
ilv1	624	in the air	未決定で／空中で	未決定で／空中で	0.919
ilv1	625	on the air	放送されて／放送中の	放送されて／放送中の	0.919
ilv1	626	as ～ as possible	できるだけ～／できる限り～	できるだけ～／できる限り～	0.734
ilv1	627	as ～ as possible/one can	できる限り～	できる限り～	0.656
ilv1	628	close in	追ってくる／包囲する	追ってくる／包囲する	0.734
ilv1	629	come close to doing	もう少しで…しそうになる	もう少しで…しそうになる	0.656
ilv1	630	come to an end/a close	終わる	終わる	0.656
ilv1	631	have no idea	見当がつかない	見当がつかない	0.734
ilv1	632	when it comes to ～	～のこととなると	～のこととなると／～をする段になると	0.918
ilv1	633	A as well as B	BだけでなくAも	BだけでなくAも	0.916
ilv1	634	A is not ～ any more than B is ～	Bが...でないのと同様にAは～ない	Bが...でないのと同様にAは～ない	0.733
ilv1	635	A is one thing, and B is another	AとBとは別の物である	AとBとは別の物である	0.733
ilv1	636	A, and B at that	Aだ／その上Bでもある	Aだ／その上Bでもある	0.733
ilv1	637	Nothing is more A than B.	BほどAなものはない	BほどAなものはない	0.733
ilv1	638	be due to do	～のためである／～する予定である	～のためである／～する予定である	0.733
ilv1	639	both A and B	AもBも AとBの両方	AもBも AとBの両方	0.733
ilv1	640	due to ～	～のために／～のせいで	～のために／～のせいで	0.655
ilv1	641	give A over to B	AをBに預ける／AをBに引き渡す	AをBに預ける／AをBに引き渡す	0.655
ilv1	642	hand out A (to B)	Aを配る	Aを配る	0.655
ilv1	643	have A to do with B	ＢとＡの関係がある	ＢとＡの関係がある	0.733
ilv1	644	help A with B	AのBを手伝う／AをBで助ける	AのBを手伝う／AをBで助ける	0.733
ilv1	645	in question	問題になっている／当の	問題になっている／当の	0.655
ilv1	646	keep A from B	AにBをさせない／AをBから守る	AにBをさせない／AをBから守る	0.733
ilv1	647	look on A as B	AをBであるとみなす	AをBであるとみなす	0.733
ilv1	648	make A (out) of B	BでAを作る	BでAを作る	0.733
ilv1	649	make A from B	BからAを作る	BからAを作る	0.733
ilv1	650	name A after B	AをBにちなんで名づける	AをBにちなんで名づける	0.655
ilv1	651	not A but B	AではなくBである	AではなくBである	0.733
ilv1	652	not only A but (also) B	AだけでなくBも	AだけでなくBも	0.916
ilv1	653	not so much A as B	AというよりむしろB	AというよりむしろB	0.916
ilv1	654	on the move	移動中の／活躍中の	移動中の／活躍中の	0.916
ilv1	655	order A from B	BにAを注文する	BにAを注文する	0.733
ilv1	656	out of the question	問題外の／まったく不可能な	問題外の／まったく不可能な	1.100
ilv1	657	pay (A) for B	Bの代金を支払う	Bの代金を支払う	0.733
ilv1	658	put A through (to B)	Aの電話をつなぐ	Aの電話をつなぐ	0.655
ilv1	659	see A as B	AをBとみなす	AをBとみなす	0.733
ilv1	660	show A around B	AにBを案内して回る	AにBを案内して回る	0.733
ilv1	661	take A as B	AをBとみなす	AをBとみなす	0.733
ilv1	662	take A for B	AをBだと思う	AをBだと思う	0.733
ilv1	663	talk A into B	Aを説得してBをさせる	Aを説得してBをさせる	0.655
ilv1	664	tell A from B	AとBを区別する	AとBを区別する	0.916
ilv1	665	think of A as B	AをBと見なす	AをBと見なす	0.733
ilv1	666	what with A and (what with) B	AやらBやらで	AやらBやらで	0.733
ilv1	667	what with A and B	AやらBやらで	AやらBやらで	0.655
ilv1	668	ask A for B	AにBを求める	AにBを求める	0.732
ilv1	669	ask for ～	～を求める／～とのを求める	～を求める／～とのを求める	0.915
ilv1	670	be late for ～	～に遅れる	～に遅れる	0.732
ilv1	671	it won't be long before ～	すぐに...だろう	すぐに...だろう	0.732
ilv1	672	leave A (up) to B	AをBに任せる／AをBに残す	AをBに任せる／AをBに残す	0.732
ilv1	673	leave off ～	やめる／中断する	やめる／中断する	0.732
ilv1	674	leave out	～を省く／除外する	～を省く／除外する	0.732
ilv1	675	of late	最近／近ごろ	最近／近ごろ	0.732
ilv1	676	watch out (for ～)	気をつける／用心する	気をつける／用心する	0.915
ilv1	677	watch over ～	～を見守る／～の世話をする	～を見守る／～の世話をする	0.732
ilv1	678	A is to B what C is to D	AとBの関係はCとDの関係に等しい	AとBの関係はCとDの関係に等しい	0.914
ilv1	679	be here to stay	定着している	定着している	0.731
ilv1	680	come to light	明るみに出る／明らかになる	明るみに出る／明らかになる	0.914
ilv1	681	either A or B	AかBのどちらか AまたはB	AかBのどちらか AまたはB	0.731
ilv1	682	in (the) light of ～	～から見て／～を考慮して	～から見て／～を考慮して	0.731
ilv1	683	in short	手短に言うと／つまりは	手短に言うと／つまりは	1.097
ilv1	684	in the future	将来／今後	将来／今後	0.914
ilv1	685	name A (B) after C	CにちなんでAを名づける	CにちなんでAを名づける	0.731
ilv1	686	not ～ either	～も...ない	～も...ない	0.731
ilv1	687	nothing short of ～	～にほかならない／まさしく～	～にほかならない／まさしく～	0.914
ilv1	688	short of ～	～が不足している	～が不足している／～に達していない	0.914
ilv1	689	stay away from ～	～に近づかない／～を欠席する	～に近づかない／～を欠席する	0.731
ilv1	690	stay off ～	～を控える／～を食べない	～を控える／～を食べない	0.731
ilv1	691	stay up	寝ないでいる／夜更かしをする	寝ないでいる／夜更かしをする	0.914
ilv1	692	The reason is that ～	その理由は...だからだ	その理由は...だからだ	0.729
ilv1	693	a great deal	かなりたくさん	かなりたくさん	0.729
ilv1	694	a great/good deal	たくさん	たくさん	0.652
ilv1	695	as soon as ～	するやいなや	するやいなや	0.913
ilv1	696	buy out	～の事業を買い取る	～の事業を買い取る	0.652
ilv1	697	buy up	～を買い占める	～を買い占める	0.652
ilv1	698	come of age	成人に達する／大人になる	成人に達する／大人になる	0.913
ilv1	699	deal in ～	～に従事する／～を取り扱う	～に従事する／～を取り扱う	1.096
ilv1	700	deal out	～を分配する	～を分配する	0.652
ilv1	701	deal with ～	～を処理する／～に対処する	～を処理する／～に対処する	0.913
ilv1	702	in turn	徐々に／次に	徐々に／次に	1.096
ilv1	703	it doesn't matter whether ～	かどうかは問題〔重要」ではない	かどうかは問題〔重要」ではない	0.729
ilv1	704	turn A into B	ＡをＢに変える	ＡをＢに変える	0.729
ilv1	705	turn around ～	好転する／～を好転させる	好転する／～を好転させる	0.729
ilv1	706	turn away ～	～を追い払う／～を中に入れない	～を追い払う／～を中に入れない	0.729
ilv1	707	turn down ～	～を断る／～を却下する	～を断る／～を却下する	1.096
ilv1	708	turn in ～	～を提出する／寝る	～を提出する／寝る	1.096
ilv1	709	turn into ～	～に変わる／～になる	～に変わる／～になる	0.729
ilv1	710	turn off ～	～を消す／～を止める	～を消す／～を止める	0.913
ilv1	711	turn on ～	～をつける／～を出す	～をつける／～を出す	0.913
ilv1	712	turn out	～であることが分かる	～であることが分かる／であることがわかる	1.096
ilv1	713	turn over ～	～を引き渡す／～を譲る	～を引き渡す／～を譲る	0.729
ilv1	714	turn to ～	～に頼る／～の方へ向く	～に頼る／～の方へ向く	1.096
ilv1	715	turn up	現れる／起こる	現れる／起こる	1.096
ilv1	716	whether to do	すべきかどうか	すべきかどうか	0.729
ilv1	717	would rather do (than ～)	むしろ…したい	むしろ…したい	0.652
ilv1	718	would rather ～ than ～	するよりむしろ～したい	するよりむしろ～したい	0.652
ilv1	719	would/had rather do (than ～)	むしろ…したい	むしろ…したい	0.652
ilv1	720	at heart	心の底では／本当は	心の底では／本当は	0.911
ilv1	721	check off ～	～にチェックマークをつける	～にチェックマークをつける／～にチェック済みの印をつける	0.728
ilv1	722	check out ～	～を見てみる／～を調査する	～を見てみる／～を調査する	0.728
ilv1	723	check up on	～の行動を調べる／様子を見る	～の行動を調べる／様子を見る	0.651
ilv1	724	know ～ by heart	～をそらで覚えている	～をそらで覚えている／～を暗記している	0.728
ilv1	725	act on ～	～に基づいて行動する	～に基づいて行動する／～に作用する	0.910
ilv1	726	act out ～	～を演じてみせる	～を演じてみせる／～を身振りで実演する	0.727
ilv1	727	act up	再発する／不調である	再発する／不調である	0.650
ilv1	728	fire up ～	～始動させる／気合が入っている	～始動させる／気合が入っている	0.727
ilv1	729	major in ～	～を専攻する	～を専攻する	0.910
ilv1	730	make a living	収入を得る／生計を立てる	収入を得る／生計を立てる	0.650
ilv1	731	make fun of ～	～をからかう／からかう	～をからかう／からかう	1.093
ilv1	732	behind the times	時代遅れの	時代遅れの	0.909
ilv1	733	close/near at hand	すぐ近くに	すぐ近くに	0.725
ilv1	734	come close/near to doing	もう少しで…しそうになる	もう少しで…しそうになる	0.649
ilv1	735	in the works	準備中で	準備中で	0.725
ilv1	736	leave behind	～を置き忘れる／残していく	～を置き忘れる／残していく	0.725
ilv1	737	quite a few ～	かなりの数の～／かなり多くの	かなりの数の～／かなり多くの	0.909
ilv1	738	quite a little ～	かなり多量の～ かなりの～	かなり多量の～ かなりの～	0.725
ilv1	739	take it easy	気楽にやる／休養を取る	気楽にやる／休養を取る	1.092
ilv1	740	according to ～	～によれば／～に応じて	～によれば／～に応じて	1.091
ilv1	741	be ready for ～	～の準備ができている	～の準備ができている	0.724
ilv1	742	be ready to do	する用意ができている ...する覚悟がある	する用意ができている ...する覚悟がある	0.724
ilv1	743	get ready for ～	～の準備をする	～の準備をする	0.724
ilv1	744	bring A home to B	AをBに痛感させる	AをBに痛感させる／AをBに分からせる	1.089
ilv1	745	bring about ～	～を引き起こす／～をもたらす	～を引き起こす／～をもたらす	1.273
ilv1	746	bring down ～	～を倒す	～を倒す	0.647
ilv1	747	bring off ～	～をやってのける	～をやってのける／～をうまく成し遂げる	0.723
ilv1	748	bring on ～	～をもたらす	～をもたらす	0.647
ilv1	749	bring oneself to do	～する気になる／する気持ちになる	～する気になる／する気持ちになる	1.089
ilv1	750	bring out ～	～を引き出す／～を持ち出す	～を引き出す／～を持ち出す	0.723
ilv1	751	bring up ～	～を育てる／～を持ち出す	～を育てる／～を持ち出す	0.906
ilv1	752	bring ～ into being	～を生み出す／～を産む	～を生み出す／～を産む	0.723
ilv1	753	bring ～ to an end	～を終わらせる	～を終わらせる	0.723
ilv1	754	bring ～ to light	～を明るみに出す	～を明るみに出す	0.723
ilv1	755	meet with ～	～を受ける／～を経験する	～を受ける／～を経験する	0.723
ilv1	756	by any chance	もしかして	もしかして	0.722
ilv1	757	by chance	たまたま／偶然	たまたま／偶然	0.905
ilv1	758	in a word	要するに／一言で言えば	要するに／一言で言えば	0.905
ilv1	759	keep one's word	約束を守る	約束を守る	0.722
ilv1	760	take a chance	思い切ってやってみる	思い切ってやってみる	0.722
ilv1	761	take one's word for it	～の言うことを信じる	～の言うことを信じる	0.722
ilv1	762	clear out ～	～をきれいにする	～をきれいにする／～の中身を出してきれいに片付ける	0.720
ilv1	763	clear up ～	晴れる／～を解く	晴れる／～を解く	1.087
ilv1	764	come across	～に偶然出会う／～を偶然見つける	～に偶然出会う／～を偶然見つける	0.904
ilv1	765	get ～ across	～を伝える／分かってもらう	～を伝える／分かってもらう	0.720
ilv1	766	in other words	言い換えれば／すなわち	言い換えれば／すなわち	0.904
ilv1	767	run across ～	～を偶然見つける／～に偶然で会う	～を偶然見つける／～に偶然で会う	0.720
ilv1	768	at all cost(s)/any cost	ぜひとも	ぜひとも	0.644
ilv1	769	at all cost(s)/at any cost	どんな代償を払っても／ぜひとも	どんな代償を払っても／ぜひとも	0.644
ilv1	770	at the cost of ～	～を犠牲にして	～を犠牲にして	0.719
ilv1	771	at the moment	現在／現在は	現在／現在は	0.902
ilv1	772	be cut out for ～	～に向いている／～に適している	～に向いている／～に適している	0.719
ilv1	773	be cut out to be ～	～に向いている	～に向いている	0.644
ilv1	774	cut back	削減する	削減する	0.644
ilv1	775	cut back (on) ～	～を減らす／～を切り詰める	～を減らす／～を切り詰める	0.719
ilv1	776	cut down	減らす	減らす	0.644
ilv1	777	cut down on	～を減らす／削減する	～を減らす／削減する	0.644
ilv1	778	cut down/back (on) ～	～を減らす／～を切り詰める	～を減らす／～を切り詰める	0.644
ilv1	779	cut in	割り込む／口をはさむ	割り込む／口をはさむ	0.902
ilv1	780	down the road	やがては／将来は	やがては／将来は	0.719
ilv1	781	instead of ～	～の代わりに	～の代わりに	0.719
ilv1	782	it seems that ～	～のように見える	～のように見える	0.719
ilv1	783	on board ～	～に乗って／乗って	～に乗って／乗って	0.902
ilv1	784	the moment ～	するとすぐに ...した瞬間に	するとすぐに ...した瞬間に	0.719
ilv1	785	at issue	論争中の／懸案となっている	論争中の／懸案となっている	0.901
ilv1	786	force down ～	～を抑える／～を無理やり飲み込む	～を抑える／～を無理やり飲み込む	0.718
ilv1	787	hear from ～	～から便りがある	～から便りがある	0.901
ilv1	788	hear of ～	～のうわさを聞く	～のうわさを聞く	0.718
ilv1	789	rest on	～に基づく／～に頼る	～に基づく／～に頼る	0.718
ilv1	790	date back to ～	～にさかのぼる／～に始まる	～にさかのぼる／～に始まる	0.900
ilv1	791	date from ～	～から始まる／～にさかのぼる	～から始まる／～にさかのぼる	0.716
ilv1	792	it goes without saying that ～	は言うまでもない	は言うまでもない／なのは言うまでもない	0.900
ilv1	793	miss out	～を逃す／～を取り逃す	～を逃す／～を取り逃す	0.642
ilv1	794	miss out on ～	～を逃す／～を逸する	～を逃す／～を逸する	0.716
ilv1	795	out of date	時代遅れの	時代遅れの	0.900
ilv1	796	to date	現在まで	現在まで	0.716
ilv1	797	up to date	最新の／現代的な	最新の／現代的な	1.083
ilv1	798	account for ～	～を占める／～の説明となる	～を占める／～の説明となる	1.082
ilv1	799	be all eyes	一心に見る	一心に見る	0.715
ilv1	800	be similar to ～	～と似ている／～に似ている	～と似ている／～に似ている	0.898
ilv1	801	on account of ～	～のために	～のために	0.715
ilv1	802	take account of ～	～を考慮に入れる	～を考慮に入れる	0.715
ilv1	803	take ～ into account	～を考慮に入れる	～を考慮に入れる	0.898
ilv1	804	X times as ～ as ～	のX倍～	のX倍～	0.714
ilv1	805	above all (else)	～とりわけ／特に	～とりわけ／特に	0.897
ilv1	806	be likely to do	しそうである	しそうである	0.714
